time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),uv_index_max (),uv_index_clear_sky_max (),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),precipitation_sum (mm),precipitation_hours (h),precipitation_probability_max (%),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),temperature_2m_mean (°C),apparent_temperature_mean (°C),cape_mean (J/kg),cape_max (J/kg),cape_min (J/kg),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_mean (°C),dew_point_2m_max (°C),dew_point_2m_min (°C),et0_fao_evapotranspiration_sum (mm),growing_degree_days_base_0_limit_50 (undefined),leaf_wetness_probability_mean (undefined),precipitation_probability_mean (%),precipitation_probability_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),snowfall_water_equivalent_sum (mm),pressure_msl_mean (hPa),pressure_msl_max (hPa),pressure_msl_min (hPa),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),updraft_max (m/s),visibility_mean (m),visibility_min (m),visibility_max (m),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),wet_bulb_temperature_2m_mean (°C),wet_bulb_temperature_2m_max (°C),wet_bulb_temperature_2m_min (°C),vapour_pressure_deficit_max (kPa),soil_moisture_0_to_100cm_mean (undefined),soil_moisture_0_to_10cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (undefined),soil_moisture_28_to_100cm_mean (undefined),soil_moisture_7_to_28cm_mean (undefined),soil_temperature_0_to_100cm_mean (undefined),soil_temperature_0_to_7cm_mean (undefined),soil_temperature_28_to_100cm_mean (undefined),soil_temperature_7_to_28cm_mean (undefined)
2024-09-22,80,25.5,15.8,25.2,17.0,2024-09-21T20:30,2024-09-22T08:40,43723.11,32452.67,5.40,5.50,0.00,0.40,0.00,0.40,2.0,NaN,16.3,26.6,29,12.54,2.88,20.5,20.8,118.8,290.0,0.0,76,100,48,14.2,15.7,12.6,2.88,NaN,NaN,NaN,NaN,69,98,45,0.00,1016.7,1018.8,1014.0,944.2,945.6,942.9,NaN,23111.67,15440.00,24140.00,29,15.7,7.6,4.7,1.3,16.5,17.9,15.0,1.78,NaN,0.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-09-23,80,26.7,15.8,26.5,16.1,2024-09-22T20:31,2024-09-23T08:38,43544.39,33853.73,5.40,5.40,0.00,0.50,0.00,0.50,2.0,NaN,11.6,20.9,57,14.29,3.02,21.2,21.3,151.2,380.0,0.0,71,100,37,12.4,14.9,10.6,3.02,NaN,NaN,NaN,NaN,59,77,38,0.00,1017.2,1019.2,1015.4,944.8,946.0,943.6,NaN,24139.17,24120.00,24140.00,57,9.2,4.5,2.5,1.1,15.7,17.6,13.1,2.17,NaN,0.129,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-09-24,3,27.5,16.2,25.8,15.7,2024-09-23T20:32,2024-09-24T08:36,43366.06,37653.19,5.30,5.35,0.00,0.10,0.00,0.10,1.0,NaN,21.4,34.6,268,14.18,3.90,21.4,20.0,12.9,80.0,0.0,68,100,13,9.3,10.5,7.2,3.90,NaN,NaN,NaN,NaN,48,65,31,0.00,1015.5,1019.0,1014.1,943.3,946.3,941.0,NaN,24140.00,24140.00,24140.00,268,16.0,8.3,2.2,0.4,14.3,16.7,12.0,2.54,NaN,0.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-09-25,80,26.8,13.9,24.9,13.3,2024-09-24T20:33,2024-09-25T08:34,43188.21,22055.82,4.70,5.35,3.30,1.40,0.00,4.70,7.0,NaN,25.5,46.8,293,12.45,4.20,20.7,18.5,0.8,10.0,0.0,95,100,50,7.8,11.4,3.2,4.20,NaN,NaN,NaN,NaN,46,85,26,0.00,1010.2,1013.6,1007.8,938.2,941.4,936.4,NaN,24100.00,23240.00,24140.00,293,22.2,11.8,8.6,3.4,13.4,15.9,11.5,2.53,NaN,0.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-09-26,63,18.1,9.4,17.5,4.1,2024-09-25T20:34,2024-09-26T08:32,43010.95,5252.09,2.25,5.15,4.60,0.70,0.00,5.20,4.0,NaN,28.1,45.7,257,6.26,2.88,13.7,9.9,0.0,0.0,0.0,100,100,96,5.1,11.8,-0.8,2.88,NaN,NaN,NaN,NaN,57,88,45,0.00,1014.3,1020.2,1010.3,940.4,944.8,937.6,NaN,24125.00,23780.00,24140.00,257,32.6,18.8,13.7,1.9,9.0,13.8,4.6,0.86,NaN,0.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-09-27,3,13.8,4.9,6.9,1.1,2024-09-26T20:35,2024-09-27T08:30,42834.39,19013.00,2.85,5.10,0.00,0.00,0.00,0.00,0.0,NaN,37.5,66.2,245,10.79,3.54,9.5,3.8,0.0,0.0,0.0,38,100,0,-4.3,-1.4,-8.2,3.54,NaN,NaN,NaN,NaN,39,61,23,0.00,1026.4,1032.3,1020.7,950.5,955.8,945.5,NaN,24140.00,24140.00,24140.00,245,38.5,21.1,11.9,4.6,3.6,5.5,1.3,1.19,NaN,0.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-09-28,0,15.8,2.8,12.2,-0.1,2024-09-27T20:36,2024-09-28T08:29,42658.64,39261.83,5.05,5.05,0.00,0.00,0.00,0.00,0.0,NaN,7.9,16.2,69,17.55,2.77,10.0,7.2,2.1,10.0,0.0,0,0,0,-1.3,1.4,-4.4,2.77,NaN,NaN,NaN,NaN,49,86,25,0.00,1031.1,1033.2,1028.9,955.0,956.2,954.2,NaN,24140.00,24140.00,24140.00,69,9.5,4.5,1.4,0.8,4.7,6.9,1.5,1.35,NaN,0.171,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-09-29,3,18.3,5.0,14.4,2.2,2024-09-28T20:38,2024-09-29T08:27,42483.38,37628.98,5.00,5.00,0.00,0.00,0.00,0.00,0.0,NaN,12.9,23.0,148,17.01,2.99,11.2,8.2,0.0,0.0,0.0,26,100,0,0.8,4.2,-2.1,2.99,NaN,NaN,NaN,NaN,53,82,25,0.00,1027.7,1031.2,1025.6,952.2,955.1,950.4,NaN,24140.00,24140.00,24140.00,148,14.9,8.0,5.4,2.1,6.1,8.8,3.3,1.58,NaN,0.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-09-30,3,22.4,7.0,19.3,3.9,2024-09-29T20:39,2024-09-30T08:25,42307.46,38961.31,4.85,4.95,0.00,0.00,0.00,0.00,0.0,NaN,16.5,27.4,156,15.24,3.34,14.6,11.5,0.0,0.0,0.0,45,100,0,2.2,6.4,-2.1,3.34,NaN,NaN,NaN,NaN,49,78,21,0.00,1019.5,1025.1,1017.1,945.4,950.2,942.8,NaN,24140.00,24140.00,24140.00,156,16.6,9.4,5.8,1.5,8.3,11.7,4.8,2.12,NaN,0.132,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-01,3,23.2,9.6,20.1,7.5,2024-09-30T20:40,2024-10-01T08:23,42130.87,33928.39,4.30,5.00,0.00,0.00,0.00,0.00,0.0,NaN,12.0,19.8,246,12.84,3.28,16.7,13.9,0.0,0.0,0.0,61,100,0,3.3,7.2,-0.7,3.28,NaN,NaN,NaN,NaN,46,81,21,0.00,1013.6,1016.5,1011.4,940.4,943.6,939.2,NaN,24140.00,24140.00,24140.00,246,15.4,8.6,8.3,2.9,9.7,11.7,7.6,2.22,NaN,0.117,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-02,3,25.5,15.3,23.0,12.5,2024-10-01T20:41,2024-10-02T08:21,41953.75,26979.66,5.00,5.00,0.00,0.00,0.00,0.00,0.0,NaN,23.2,36.7,237,13.74,4.53,19.7,16.6,0.0,0.0,0.0,74,100,0,5.6,7.6,2.7,4.53,NaN,NaN,NaN,NaN,42,58,23,0.00,1012.9,1014.6,1010.2,940.5,941.8,939.3,NaN,24140.00,24140.00,24140.00,237,24.0,13.9,11.2,4.7,12.0,13.7,10.5,2.50,NaN,0.148,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-03,3,21.5,9.3,16.9,7.4,2024-10-02T20:42,2024-10-03T08:20,41776.20,8249.27,4.15,4.80,0.00,0.00,0.00,0.00,0.0,NaN,29.4,47.5,245,8.01,3.49,16.3,12.7,24.2,180.0,0.0,42,100,0,4.4,6.6,1.7,3.49,NaN,NaN,NaN,NaN,47,66,27,0.00,1018.4,1021.9,1015.4,944.8,947.2,942.6,NaN,24140.00,24140.00,24140.00,245,26.8,15.4,2.9,1.3,9.9,12.5,5.9,1.88,NaN,0.153,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-04,1,21.9,7.9,18.6,5.7,2024-10-03T20:43,2024-10-04T08:18,41598.34,38236.14,4.85,4.85,0.00,0.00,0.00,0.00,0.0,NaN,14.8,24.1,90,15.58,3.14,15.2,12.9,0.0,0.0,0.0,0,0,0,4.9,6.6,2.9,3.14,NaN,NaN,NaN,NaN,53,87,30,0.00,1019.6,1021.8,1017.0,945.6,947.9,944.4,NaN,24140.00,24140.00,24140.00,90,13.5,7.7,1.8,1.1,9.6,12.8,6.4,1.79,NaN,0.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-05,3,26.4,9.0,20.3,5.8,2024-10-04T20:45,2024-10-05T08:16,41420.29,35295.13,4.80,4.80,0.00,0.00,0.00,0.00,0.0,NaN,24.7,40.3,122,15.42,4.20,16.9,13.4,0.0,0.0,0.0,27,100,0,2.4,5.9,-3.7,4.20,NaN,NaN,NaN,NaN,43,69,14,0.00,1015.6,1018.7,1012.3,942.3,944.9,941.1,NaN,24140.00,24140.00,24140.00,122,21.3,12.3,7.6,0.8,9.4,12.5,5.8,2.96,NaN,0.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-06,61,25.1,15.1,22.1,12.0,2024-10-05T20:46,2024-10-06T08:14,41242.17,29272.55,4.00,4.75,2.20,0.00,0.00,2.20,3.0,NaN,24.4,38.9,254,12.64,4.44,19.6,16.2,0.4,10.0,0.0,88,100,16,4.8,10.5,-0.2,4.44,NaN,NaN,NaN,NaN,41,73,19,0.00,1018.5,1023.0,1014.1,945.7,949.0,942.9,NaN,24140.00,24140.00,24140.00,254,25.7,14.9,12.2,6.2,11.8,13.2,10.5,2.58,NaN,0.131,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-07,3,22.6,10.0,20.4,8.7,2024-10-06T20:47,2024-10-07T08:13,41064.10,35282.90,4.15,4.60,0.00,0.10,0.00,0.10,1.0,NaN,13.4,22.3,254,11.16,2.78,17.3,15.7,30.0,110.0,0.0,55,91,0,8.0,9.4,6.3,2.78,NaN,NaN,NaN,NaN,57,85,37,0.00,1025.2,1028.4,1021.6,951.3,953.1,949.3,NaN,24140.00,24140.00,24140.00,254,13.8,7.5,3.2,0.8,11.9,14.4,8.4,1.73,NaN,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-08,0,22.4,9.0,19.3,7.0,2024-10-07T20:48,2024-10-08T08:11,40886.19,36369.55,4.55,4.55,0.00,0.00,0.00,0.00,0.0,NaN,14.2,23.8,110,14.66,2.92,15.5,13.5,0.0,0.0,0.0,0,0,0,6.9,10.2,4.4,2.92,NaN,NaN,NaN,NaN,60,87,31,0.00,1023.7,1028.2,1020.9,949.5,953.7,946.4,NaN,24140.00,24140.00,24140.00,110,14.9,8.6,6.1,2.8,10.6,13.8,7.5,1.87,NaN,0.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-09,0,23.3,9.3,20.4,6.6,2024-10-08T20:49,2024-10-09T08:09,40708.57,36188.15,4.60,4.60,0.00,0.00,0.00,0.00,0.0,NaN,14.3,23.8,172,14.52,3.09,15.8,13.3,0.0,0.0,0.0,0,0,0,5.0,7.1,2.8,3.09,NaN,NaN,NaN,NaN,53,80,27,0.00,1015.2,1020.1,1012.8,941.7,946.4,939.3,NaN,24140.00,24140.00,24140.00,172,15.7,8.8,6.1,0.7,9.9,12.9,6.7,2.09,NaN,0.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-10,2,24.9,11.4,22.3,8.5,2024-10-09T20:51,2024-10-10T08:07,40531.37,35411.53,4.65,4.65,0.00,0.00,0.00,0.00,0.0,NaN,12.1,21.2,172,14.25,3.35,17.5,15.0,0.0,0.0,0.0,8,65,0,4.0,6.3,2.6,3.35,NaN,NaN,NaN,NaN,42,56,25,0.00,1009.8,1013.5,1007.9,937.1,940.5,935.1,NaN,24140.00,24140.00,24140.00,172,14.1,7.9,5.4,2.3,10.3,13.5,6.9,2.36,NaN,0.120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-11,80,24.7,12.4,21.8,7.3,2024-10-10T20:52,2024-10-11T08:05,40354.70,28800.00,4.25,4.55,1.00,1.40,0.00,2.40,7.0,NaN,51.8,88.2,280,13.11,4.55,17.4,13.2,0.0,0.0,0.0,79,100,0,5.4,8.0,2.8,4.55,NaN,NaN,NaN,NaN,48,72,24,0.00,1010.4,1019.3,1003.7,937.6,944.7,933.1,NaN,23441.67,10460.00,24140.00,280,39.0,21.3,11.5,5.4,10.9,13.4,8.5,2.37,NaN,0.129,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-12,61,14.6,6.4,13.1,4.6,2024-10-11T20:53,2024-10-12T08:04,40178.69,3992.06,2.55,4.25,0.90,0.00,0.00,0.90,3.0,NaN,22.7,36.4,207,5.25,1.21,10.8,8.7,0.0,0.0,0.0,92,100,62,6.4,8.7,4.5,1.21,NaN,NaN,NaN,NaN,77,97,52,0.00,1021.0,1023.0,1019.1,945.8,947.3,944.7,NaN,24121.67,23700.00,24140.00,207,14.6,8.0,2.5,1.1,8.2,9.7,6.0,0.78,NaN,0.130,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-13,3,15.3,9.6,13.4,6.8,2024-10-12T20:54,2024-10-13T08:02,40003.46,20785.90,4.20,4.30,0.00,0.00,0.00,0.00,0.0,NaN,11.4,18.4,233,9.78,1.69,12.1,10.2,0.0,0.0,0.0,94,100,56,5.8,7.5,4.6,1.69,NaN,NaN,NaN,NaN,66,77,49,0.00,1016.3,1020.3,1014.1,941.8,945.0,939.3,NaN,24140.00,24140.00,24140.00,233,11.2,5.6,3.6,0.5,8.5,9.7,7.2,0.89,NaN,0.118,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-14,3,19.7,10.2,18.0,7.7,2024-10-13T20:55,2024-10-14T08:00,39829.16,28302.60,3.70,4.25,0.00,0.00,0.00,0.00,0.0,NaN,18.8,29.5,277,11.30,2.30,14.4,12.3,0.0,0.0,0.0,85,100,18,6.5,7.3,5.6,2.30,NaN,NaN,NaN,NaN,61,79,40,0.00,1013.8,1016.3,1012.0,940.1,942.0,937.8,NaN,24140.00,24140.00,24140.00,277,15.7,8.3,8.3,2.4,9.9,12.2,7.9,1.38,NaN,0.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-15,61,16.1,9.3,11.8,7.4,2024-10-14T20:57,2024-10-15T07:59,39655.91,12749.38,3.25,4.15,8.50,1.10,0.00,9.70,16.0,NaN,23.5,38.5,295,7.54,1.65,12.0,9.8,0.0,0.0,0.0,100,100,99,7.8,9.1,5.9,1.65,NaN,NaN,NaN,NaN,77,95,52,0.00,1017.6,1020.1,1015.4,943.0,945.2,940.3,NaN,21579.17,5620.00,24140.00,295,19.7,10.9,5.8,2.3,9.5,10.8,8.5,0.86,NaN,0.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-16,63,13.0,6.0,10.2,0.3,2024-10-15T20:58,2024-10-16T07:57,39483.84,1811.10,0.90,4.05,5.60,0.00,0.00,5.60,6.0,NaN,27.5,45.4,260,3.45,1.50,8.5,4.2,0.4,10.0,0.0,96,100,77,3.0,8.3,-0.7,1.50,NaN,NaN,NaN,NaN,68,84,62,0.00,1023.1,1028.2,1016.7,947.2,951.5,942.4,NaN,22965.83,9420.00,24140.00,260,33.0,19.1,22.0,12.2,5.5,9.6,2.6,0.52,NaN,0.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-17,3,10.4,2.4,5.7,-0.0,2024-10-16T20:59,2024-10-17T07:55,39313.10,28800.00,3.80,3.95,0.00,0.00,0.00,0.00,0.0,NaN,27.4,48.2,263,10.73,1.88,7.0,3.2,0.4,10.0,0.0,83,100,0,0.5,1.7,-0.7,1.88,NaN,NaN,NaN,NaN,65,94,47,0.00,1029.2,1031.1,1026.1,952.5,954.0,950.5,NaN,24140.00,24140.00,24140.00,263,23.2,11.9,5.0,2.6,3.7,5.2,1.7,0.67,NaN,0.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-18,3,10.6,-0.2,7.2,-3.1,2024-10-17T21:00,2024-10-18T07:54,39143.81,32702.53,3.95,4.00,0.00,0.00,0.00,0.00,0.0,NaN,16.9,30.6,126,12.81,1.58,5.3,2.1,0.0,0.0,0.0,16,100,0,0.8,2.3,-1.3,1.58,NaN,NaN,NaN,NaN,74,94,52,0.00,1029.7,1032.2,1026.2,952.5,953.7,950.6,NaN,24140.00,24140.00,24140.00,126,14.7,7.8,5.4,1.8,2.8,5.8,-0.8,0.61,NaN,0.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-19,3,12.7,4.6,8.5,1.2,2024-10-18T21:02,2024-10-19T07:52,38975.68,32912.41,3.75,4.00,0.00,0.00,0.00,0.00,0.0,NaN,20.3,34.6,162,11.31,1.86,8.3,4.9,0.0,0.0,0.0,66,100,0,0.8,2.8,-1.4,1.86,NaN,NaN,NaN,NaN,60,79,39,0.00,1024.1,1031.5,1021.7,948.1,954.0,945.8,NaN,24140.00,24140.00,24140.00,162,18.5,10.0,5.8,1.1,4.5,6.5,2.3,0.90,NaN,0.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-20,3,13.9,2.9,10.2,-0.1,2024-10-19T21:03,2024-10-20T07:51,38807.38,32552.84,3.95,3.95,0.00,0.00,0.00,0.00,0.0,NaN,15.5,25.9,95,12.76,1.87,8.3,5.4,0.0,0.0,0.0,22,100,0,1.7,2.9,-0.0,1.87,NaN,NaN,NaN,NaN,65,90,40,0.00,1022.6,1024.1,1021.0,946.7,948.7,945.6,NaN,24140.00,24140.00,24140.00,95,13.2,7.6,3.2,1.1,4.8,7.6,1.9,0.96,NaN,0.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-21,3,17.1,6.4,14.2,3.7,2024-10-20T21:04,2024-10-21T07:49,38638.92,32400.00,3.95,3.95,0.00,0.00,0.00,0.00,0.0,NaN,9.3,15.8,167,12.25,1.96,10.7,8.3,0.0,0.0,0.0,36,100,0,3.2,4.8,0.6,1.96,NaN,NaN,NaN,NaN,63,88,34,0.00,1019.0,1022.0,1016.5,943.9,946.5,942.6,NaN,24140.00,24140.00,24140.00,167,11.2,6.1,3.2,2.4,6.7,9.2,4.6,1.29,NaN,0.173,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-22,3,19.0,9.2,16.9,6.5,2024-10-21T21:05,2024-10-22T07:48,38470.47,23812.95,3.75,3.90,0.00,0.00,0.00,0.00,0.0,NaN,28.1,46.8,250,10.61,2.63,13.6,10.4,0.0,0.0,0.0,64,100,0,4.4,6.6,2.3,2.63,NaN,NaN,NaN,NaN,55,80,34,0.00,1013.4,1017.4,1011.2,939.5,942.6,936.7,NaN,24140.00,24140.00,24140.00,250,21.9,13.0,6.1,1.8,8.6,11.0,6.9,1.45,NaN,0.190,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-23,61,14.6,9.2,8.2,6.5,2024-10-22T21:07,2024-10-23T07:46,38302.15,3368.78,2.85,3.75,4.00,0.10,0.00,4.10,9.0,NaN,34.9,58.0,251,4.81,1.85,11.2,7.2,0.0,0.0,0.0,96,100,77,5.4,6.6,3.0,1.85,NaN,NaN,NaN,NaN,68,78,46,0.00,1022.6,1026.5,1017.7,947.4,950.8,943.6,NaN,24138.33,24100.00,24140.00,251,34.1,19.8,14.8,8.9,7.9,9.0,6.9,0.89,NaN,0.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-24,3,14.5,5.3,10.6,3.3,2024-10-23T21:08,2024-10-24T07:45,38134.12,27958.35,3.45,3.60,0.00,0.00,0.00,0.00,0.0,NaN,14.8,25.6,265,10.35,1.81,10.0,7.5,0.0,0.0,0.0,53,100,0,3.8,5.4,-0.0,1.81,NaN,NaN,NaN,NaN,68,94,37,0.00,1028.1,1029.7,1025.3,952.2,953.4,950.8,NaN,24140.00,24140.00,24140.00,265,13.3,7.2,2.5,1.8,6.7,8.2,4.6,1.04,NaN,0.170,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-25,3,15.4,4.5,11.9,1.5,2024-10-24T21:09,2024-10-25T07:43,37966.52,28800.00,3.65,3.65,0.00,0.00,0.00,0.00,0.0,NaN,14.7,24.8,158,11.45,1.77,9.5,6.9,0.0,0.0,0.0,20,100,0,4.2,5.8,2.5,1.77,NaN,NaN,NaN,NaN,71,88,47,0.00,1020.2,1028.9,1015.1,944.8,952.6,938.9,NaN,24140.00,24140.00,24140.00,158,15.3,8.8,3.6,0.8,6.5,9.5,3.4,0.93,NaN,0.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-26,3,18.2,5.7,14.3,3.4,2024-10-25T21:10,2024-10-26T07:42,37799.51,5069.75,2.45,3.60,0.00,0.00,0.00,0.00,0.0,NaN,40.6,79.6,258,6.08,2.42,11.6,7.7,0.0,0.0,0.0,70,100,0,3.1,6.7,-0.1,2.42,NaN,NaN,NaN,NaN,59,85,33,0.00,1023.0,1026.7,1016.2,947.9,951.0,941.3,NaN,24140.00,24140.00,24140.00,258,29.2,16.1,6.5,3.3,7.1,9.9,4.2,1.40,NaN,0.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-27,61,15.7,9.6,13.0,6.5,2024-10-26T21:12,2024-10-27T07:40,37633.23,28800.00,3.55,3.55,0.70,0.00,0.00,0.70,3.0,NaN,28.2,46.1,245,10.88,1.96,11.8,9.3,0.0,0.0,0.0,74,100,0,5.7,6.5,4.2,1.96,NaN,NaN,NaN,NaN,67,79,50,0.00,1016.7,1024.6,1013.5,942.1,948.9,938.7,NaN,23484.17,13300.00,24140.00,245,17.7,10.1,5.4,2.2,8.3,10.1,6.5,0.87,NaN,0.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-28,61,10.5,4.2,3.3,2.1,2024-10-27T21:13,2024-10-28T07:39,37467.85,0.00,1.85,3.40,2.10,0.00,0.00,2.10,6.0,NaN,42.1,72.7,254,3.59,1.13,7.0,2.8,0.0,0.0,0.0,96,100,70,2.6,5.3,1.4,1.13,NaN,NaN,NaN,NaN,74,91,62,0.00,1025.4,1028.7,1018.8,948.9,951.5,943.8,NaN,23397.50,6620.00,24140.00,254,31.6,17.2,2.2,0.0,4.5,7.5,3.2,0.45,NaN,0.199,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-29,3,8.9,1.5,6.1,-1.3,2024-10-28T21:14,2024-10-29T07:37,37303.52,12673.50,2.80,3.40,0.00,0.00,0.00,0.00,0.0,NaN,9.2,16.6,245,6.84,0.97,4.9,2.3,2.1,30.0,0.0,92,100,53,1.3,3.4,-0.1,0.97,NaN,NaN,NaN,NaN,79,91,55,0.00,1027.4,1028.6,1025.1,950.3,951.3,949.1,NaN,24140.00,24140.00,24140.00,245,9.0,4.8,4.3,2.4,2.9,5.3,0.6,0.50,NaN,0.194,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-30,3,10.5,4.1,8.3,1.5,2024-10-29T21:16,2024-10-30T07:36,37140.40,30111.21,3.20,3.40,0.00,0.00,0.00,0.00,0.0,NaN,10.3,16.2,194,9.61,1.27,6.9,4.3,0.0,0.0,0.0,78,100,21,1.9,3.7,0.2,1.27,NaN,NaN,NaN,NaN,71,90,49,0.00,1028.1,1030.2,1024.8,951.4,953.0,949.3,NaN,24140.00,24140.00,24140.00,194,10.9,5.9,2.5,0.8,4.2,5.8,2.8,0.65,NaN,0.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-10-31,3,12.8,4.5,9.1,0.8,2024-10-30T21:17,2024-10-31T07:34,36978.67,32400.00,3.35,3.35,0.00,0.00,0.00,0.00,0.0,NaN,15.7,27.0,187,10.25,1.54,7.8,4.7,0.0,0.0,0.0,31,96,0,2.3,3.8,0.5,1.54,NaN,NaN,NaN,NaN,69,87,50,0.00,1027.1,1030.2,1025.2,950.7,953.1,949.4,NaN,24140.00,24140.00,24140.00,187,16.7,9.7,4.3,0.0,4.8,7.8,2.7,0.74,NaN,0.222,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-11-01,3,15.4,1.8,12.1,-1.7,2024-10-31T21:18,2024-11-01T07:33,36818.49,28800.00,3.35,3.35,0.00,0.00,0.00,0.00,0.0,NaN,11.9,19.1,197,10.76,1.81,8.3,5.3,0.0,0.0,0.0,37,100,0,1.1,2.0,-0.0,1.81,NaN,NaN,NaN,NaN,64,93,36,0.00,1026.2,1028.8,1023.7,950.1,952.5,948.5,NaN,24140.00,24140.00,24140.00,197,12.8,7.2,6.8,3.1,4.6,8.4,1.0,1.09,NaN,0.182,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-11-02,3,13.0,4.6,9.7,1.9,2024-11-01T21:20,2024-11-02T07:32,36660.03,26592.58,2.95,3.20,0.00,0.00,0.00,0.00,0.0,NaN,12.2,21.2,177,8.32,1.32,8.3,5.5,0.0,0.0,0.0,82,100,18,3.1,4.3,2.1,1.32,NaN,NaN,NaN,NaN,71,90,49,0.00,1028.1,1029.5,1025.9,951.8,952.5,950.8,NaN,24140.00,24140.00,24140.00,177,14.1,8.0,5.8,0.7,5.4,7.6,3.6,0.76,NaN,0.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-11-03,3,15.9,4.2,12.1,1.0,2024-11-02T21:21,2024-11-03T07:30,36503.47,32400.00,3.25,3.25,0.00,0.00,0.00,0.00,0.0,NaN,14.5,24.5,182,10.28,1.73,9.0,6.0,0.0,0.0,0.0,19,100,0,3.3,4.4,2.2,1.73,NaN,NaN,NaN,NaN,70,92,41,0.00,1021.7,1027.8,1019.6,946.1,952.0,943.1,NaN,24140.00,24140.00,24140.00,182,16.8,9.8,8.6,2.3,5.8,9.1,3.0,1.07,NaN,0.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-11-04,3,17.5,6.5,14.9,3.6,2024-11-03T21:22,2024-11-04T07:29,36349.00,19217.72,2.95,3.25,0.00,0.00,0.00,0.00,0.0,NaN,13.2,20.5,227,7.61,1.53,11.3,8.8,0.0,0.0,0.0,84,100,6,3.5,5.8,1.7,1.53,NaN,NaN,NaN,NaN,61,79,35,0.00,1015.8,1018.9,1014.6,941.1,943.8,939.2,NaN,24140.00,24140.00,24140.00,227,11.7,6.7,4.3,0.7,7.1,9.6,4.3,1.30,NaN,0.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN
